char,pron
凹凹凸凸,näp2 näp2 däk6 däk6
凹凹突突,näp2 näp2 däk6 däk6
平輩,päng4 bui1
散架,sæng2 ga1
散下步,sæng1 ha1 bu6
神經系統,säng4 gäng1 häi6 tung2
生死籤,säng1 si2 cim1
轉頭見,züng2 täu4 ging1
車衫,ce1 sam1
錢嘉樂,cing4 ga1 lok6
打完風,da2 yüng4 fung1
兜搭,däu1 dap2
頂證,däng2 zäng1
覆水難收,fuk2 söi2 næng4 säu1
後真相,häu6 zäng1 söng1
人生贏家,yäng4 säng1 yeng4 ga1
又上又落,yäu6 söng1 yäu6 lok6
李漢,li1 fung1
聊下,liu4 ha1
平聲,päng4 säng1
十種,säp6 zung2
失覺,säk2 gok2
士族,si6 zuk6
踢過波,tek2 gwo1 bo1
壞分子,wai6 fäng6 zi2
和稀泥,wo4 hi1 näi4
活道,wuk6 däu6
疾風勁草,zäk6 fung1 gäng6 cäu2
鑽窿,züng1 lung1
班導,bæng1 däu6
並架齊驅,bäng6 ga1 cäi4 kü1
並駕齊驅,bäng6 ga1 cäi4 kü1
循道,cäng4 däu6
釘裝,deng1 zong1
勁頭,gäng6 täu4
乾鮑,gung1 bau1
輪大米,läng4 dai6 mai1
男拔,nam4 bäk6
女英,nü1 yäng1
手硬,säu2 ngæng6
食過屎,säk6 gwo1 si2
數度,su1 du6
探聽,tam1 täng1
斬下眼就,zam2 ha1 ngæng1 zäu6
裝釘,zong1 deng1
啤啤熊,be1 be1 hung4
清水灣道,cäng1 söi2 wæng1 däu6
重訓,cung1 fäng1
第二班,däi6 yi6 bæng1
定乜,däng6 mäk2
丟下,diu1 ha6
化敵為友,fa1 däk6 wäi4 yäu1
警暴,gäng2 bäu6
腳步浮浮,gök2 bu6 fäu4 fäu4
倚仗,yi2 zöng6
買餸車,mai1 sung1 ce1
磨刀石,mo4 däu1 sek6
無所作為,mu4 so2 zok2 wäi4
譬如話,pi1 yü4 wa6
條針,tiu4 zäm1
拖下手,to1 ha1 säu2
張保仔洞,zöng1 bäu2 zäi2 dung6
黐孖筋,ci1 ma1 gäng1
忿忿不平,fäng1 fäng1 bäk2 päng4
金華,gäm1 wa4
二億,yi6 yäk2
兩三粒,löng1 sam1 näp2
拼寫,päng1 se2
生而平等,säng1 yi4 päng4 däng2
消聲,siu1 säng1
乍看之下,za1 fung1 zi1 ha6
墜手,zöi6 säu2
裝傻,zong1 so4
炒貴刁,cau2 gwäi1 diu1
打回原形,da2 wui4 yüng4 yäng4
倒及牙,däu1 käp6 nga4
余香凝,yü4 höng1 yäng4
靈符,läng4 fu4
落過仔,lok6 gwo1 zäi2
十二萬,säp6 yi6 mæng6
書齋,sü1 zai1
側膊,zäk2 bok2
不貴,bäk2 gwäi1
請飲茶,ceng2 yäm2 ca4
除笨有精,cü4 bäng6 yäu1 zeng1
彈道飛彈,dæng6 däu6 fi1 dæng6
減下肥,gam2 ha1 fi4
空心老倌,hung1 säm1 läu1 gwung1
空心老棺,hung1 säm1 läu1 gwung1
兩題,löng1 täi4
望天打卦,mong6 ting1 da2 gwa1
每打,mui1 da1
省鏡,sæng2 geng1
水牛芝士,söi2 ngäu4 zi1 si2
上輩,söng6 bui1
精忠報國,zäng1 zung1 bäu1 gwok2
整整下,zäng2 zäng2 ha1
做磨心,zu6 mo4 säm1
頂酒,däng2 zäu2
估唔估,gwu2 m4 gwu2
響尾蛇,höng2 mi1 se4
留種,läu4 zung2
兩三條,löng1 sam1 tiu4
龍爭虎鬥,lung4 zäng1 fu2 däu1
五種,ng1 zung2
年輕力壯,ning4 häng1 läk6 zong1
死仔包,si2 zäi2 bau1
揸開車,za1 fui1 ce1
坐唔坐,zo6 m4 zo6
出洋相,cäk2 yöng4 söng1
打鼻鼾,da2 bi6 fung4
底線傳中,däi2 sing1 cüng4 zung1
急於求成,gäp2 yü1 käu4 säng4
乾煎,gung1 zing1
行事曆,häng4 si6 läk6
好矇,häu2 mung4
好主意,häu2 zü2 yi1
嫌命長,yim4 mäng6 cöng4
領銜主演,läng1 ham4 zü2 ying2
面面觀,ming6 ming6 gwung1
破涕為笑,po1 täi1 wäi4 siu1
四腳朝天,si1 gök2 ciu4 ting1
食過飯,säk6 gwo1 fæng6
捉蛇,zuk2 se4
靈魂深處,läng4 wäng4 säm1 cü1
本地話,bung2 di6 wa2
陳樂,cäng4 lok6
長炮,cöng4 pau1
傳家之寶,cüng4 ga1 zi1 bäu2
打下波,da2 ha1 bo1
大頭針,dai6 täu4 zäm1
家傳之寶,ga1 cüng4 zi1 bäu2
隔山打牛,gæk2 sæng1 da2 ngäu4
幾道,gi2 däu6
掛鐘,gwa1 zung1
好眉好貌,häu2 mi4 häu2 mau6
異相,yi6 söng1
兩家茶禮,löng1 ga1 ca4 läi1
兩艘,löng1 säu2
兩袖清風,löng1 zäu6 cäng1 fung1
孭仔燈,me1 zäi2 däng1
女皇頭,nü1 wong4 täu4
三五成羣,sam1 ng1 säng4 kwäng4
生菜魚肉,sæng1 cöi1 yü4 yuk6
天下無雙,ting1 ha6 mu4 söng1
陀仔,to4 zäi2
斷句,tüng1 gü1
焦土政策,ziu1 tu2 zäng1 cæk2
豬柳強,zü1 läu1 köng4
長久以來,cöng4 gäu2 yi1 löi4
打得少,da2 däk2 siu2
第二本,däi6 yi6 bung2
第二幅,däi6 yi6 fuk2
苦口苦面,fu2 häu2 fu2 ming6
虎口虎面,fu2 häu2 fu2 ming6
乾手機,gung1 säu2 gi1
公共汽車,gung1 gung6 hi1 ce1
掛彩,gwa1 cöi2
閏月,yäng6 ngük6
雷厲風行,löi4 läi6 fung1 häng4
兩匹,löng1 päk2
牛柏葉,ngäu4 pæk2 yip6
盤坐,pung4 co1
數記,su1 gi1
青提,ceng1 täi4
初級班,co1 käp2 bæng1
場數,cöng4 su1
打板,da2 bæng2
東角道,dung1 gok2 däu6
一百二十,yäk2 bæk2 yi6 säp6
二等公民,yi6 däng2 gung1 mäng4
二人三足,yi6 yäng4 sam1 zuk2
用不着,yung6 bäk2 zök6
如坐針氈,yü4 zo6 zäm1 zing1
級差,käp2 ca1
靈丹妙藥,läng4 dæng1 miu6 yök6
樂極生悲,lok6 gik6 säng1 bi1
萌塞,mäng4 säk2
那顆,na1 fo2
生態系統,säng1 tai1 häi6 tung2
食蟻獸,säk6 ngäi1 säu1
雙月,söng1 ngük6
作惡多端,zok2 ok2 do1 düng1
轉瞬間,züng2 säng1 gæng1
刻寫,hæk2 se2
波特蘭,bo1 däk6 læng4
葱油,cung1 yäu4
打得慢,da2 däk2 mæng6
打唔打針,da2 m4 da2 zäm1
度量衡,du6 löng6 häng4
赴湯蹈火,fu6 tong1 däu6 fo2
感光度,gäm2 gwong1 du6
英雄好漢,yäng1 hung4 häu2 fung1
螺絲釘,lo4 si1 deng1
老虔婆,läu1 king4 po4
片車,ping2 ce1
平底鞋,päng4 däi2 hai4
散席,sæng1 zäk6
先聲奪人,sing1 säng1 dük6 yäng4
消聲匿跡,siu1 säng1 näk1 zäk2
銷聲匿跡,siu1 säng1 näk1 zäk2
着涼,zök6 löng4
搬弄是非,bung1 lung6 si6 fi1
齊腳,cäi4 gök2
取下暖,cü2 ha1 nüng1
傳染源,cüng4 yim1 yüng4
打完仗,da2 yüng4 zöng1
都淨係,du1 zäng6 häi6
苦瓜乾,fu2 gwa1 gung1
揀中,gæng2 zung1
紅褲仔,hung4 fu1 zäi2
日記簿,yäk6 gi1 bu2
面熟,ming6 suk6
那副,na1 fu1
西裝骨骨,säi1 zong1 gwäk2 gwäk2
食過世,säk6 gwo1 säi1
太子道西,tai1 zi2 däu6 säi1
早走早着,zäu2 zäu2 zäu2 zök6
轉堂,züng1 tong4
長驅直入,cöng4 kü1 zäk6 yäp6
葱油餅,cung1 yäu4 beng2
犯毒,fæng6 duk6
風馳電掣,fung1 ci4 ding6 zäi1
康莊大道,hong1 zong1 dai6 däu6
二撇雞,yi6 pik2 gäi1
企響度,ki1 höng2 du6
拎包,läng1 bau1
領洗,läng1 säi2
兩三倍,löng1 sam1 pui1
老當益壯,läu1 dong1 yäk2 zong1
六面,luk6 ming6
冇課,mäu1 fo1
牛仔裙,ngäu4 zäi2 kwäng4
洗個面,säi2 go1 ming6
相形見絀,söng1 yäng4 ging1 zük2
童生,tung4 säng1
曾比特,zäng1 bi2 däk6
自行了斷,zi6 häng4 liu1 düng6
轉文,züng2 mäng4
這間,ze1 gæng1
壓歲錢,æk2 söi1 cing4
青醬,cäng1 zöng1
打完卡,da2 yüng4 kæk2
大有作為,dai6 yäu1 zok2 wäi4
大潭,dai6 tam4
間封,gæng1 fung1
剛啱,gong1 ngam1
一聲不吭,yäk2 säng1 bäk2 häng1
奇裝異服,ki4 zong1 yi6 fuk6
留傳,läu4 cüng4
李百全,li1 bæk2 cüng4
咬痕,ngau1 häng4
憑弔,päng4 diu1
拚搏,pung1 bok2
蛇宴,se4 ying1
私人醒,si1 yäng4 säng2
掃把腳,säu1 ba2 gök2
紙錢,zi2 cing4
調兵遣將,diu6 bäng1 hing2 zöng1
斷魂,düng1 wäng4
瞓地下,fäng1 di6 ha6
呱呱嘈,gwa1 gwa1 cäu4
陰陽相隔,yäm1 yöng4 söng1 gæk2
人都癲,yäng4 du1 ding1
有限度,yäu1 hæng6 du6
野種,ye1 zung2
留下言,läu4 ha1 ying4
靈塔,läng4 tap2
老虎堂,läu1 fu2 tong4
老公公,läu1 gung1 gung1
萬里長征,mæng6 li1 cöng4 zäng1
啱夠,ngam1 gäu1
生花柳,sæng1 fa1 läu1
食宵,säk6 siu1
上過堂,söng1 gwo1 tong4
數典忘祖,su2 ding2 mong4 zu2
數行,su1 hong4
燙衫,tong1 sam1
旺角道,wong6 gok2 däu6
打丁,da2 däng1
超級月亮,ciu1 käp2 ngük6 löng6
重試,cung4 si1
戴着,dai1 zök6
頂爺,däng2 ye4
雞數,gäi1 su1
狂蜂浪蝶,kwong4 fung1 long6 dip6
蓮蓉包,ling4 yung4 bau1
聊天記錄,liu4 ting1 gi1 luk6
望月樓,mong6 ngük6 läu4
平光鏡,päng4 gwong1 geng1
山林道,sæng1 läm4 däu6
神學士,säng4 hok6 si6
瑞和街,söi6 wo4 gai1
鮮乳,sing1 yü1
摘自,zæk6 zi6
俗話,zuk6 wa6
八面威風,bæk2 ming6 wäi1 fung1
波子汽水,bo1 zi2 hi1 söi2
塞外,cöi1 wui6
寸勁,cüng1 gäng6
東薈城,dung1 wäi1 säng4
枯乾,fu1 gung1
伏虎,fuk6 fu2
解元,gai2 yüng4
隔夜仇,gæk2 ye6 säu4
黑面神,häk2 ming6 säng4
核裂變,häk6 lik6 bing1
印度神油,yäng1 du6 säng4 yäu4
人靚聲甜,yäng4 leng1 säng1 tim4
冚被,käm2 pi1
傾國傾城,käng1 gwok2 käng1 säng4
強鹼,köng4 gæng2
劉業強,läu4 yip6 köng4
連道,ling4 däu6
兩腳一伸,löng1 gök2 yäk2 säng1
老鼠貨,läu1 sü2 fo1
母憑子貴,mu1 päng4 zi2 gwäi1
腦裝屎,näu1 zong1 si2
平陰,päng4 yäm1
神經毒素,säng4 gäng1 duk6 su1
生命跡象,säng1 mäng6 zäk2 zöng6
揸數,za1 su1
擇使,zæk6 säi2
粘米粉,zim1 mai1 fäng2
傳播媒介,cüng4 bo1 mui4 gai1
膽生毛,dam2 sæng1 mäu4
孤掌難鳴,gwu1 zöng2 næng4 mäng4
行使職權,häng4 säi2 zäk2 küng4
擁立,yung2 läp6
荔枝角道,läi6 zi1 gok2 däu6
那面,na1 ming6
評話,päng4 wa6
三催四請,sam1 cöi1 si1 ceng2
十成九,säp6 säng4 gäu2
挑食,tiu1 säk6
調停者,tiu4 täng4 ze2
就以為,zäu6 yi1 wäi4
鄭少秋,zäng6 siu1 cäu1
坐食山崩,zo6 säk6 sæng1 bäng1
都贏,du1 yeng4
叱吒風雲,cäk2 cak2 fung1 wäng4
第三聲,däi6 sam1 säng1
調性,diu6 säng1
獨仔,duk6 zäi2
東港城,dung1 gong2 säng4
短命種,düng2 mäng6 zung2
福建省,fuk2 ging1 sæng2
肌肉注射,gi1 yuk6 zü1 se6
掛旗,gwa1 ki4
廣府話,gwong2 fu2 wa2
吃水,hek2 söi2
引以為榮,yäng1 yi1 wäi4 wäng4
油頭粉面,yäu4 täu4 fäng2 ming6
扔下,yäng4 ha6
襟聽,käm1 teng1
立時間,läp6 si4 gæng1
兩截色,löng1 zik6 säk2
老年痴呆,läu1 ning4 ci1 wui4
無線電波,mu4 sing1 ding6 bo1
冇命,mäu1 mäng6
扭耳仔,näu2 yi1 zäi2
銀針粉,ngäng4 zäm1 fäng2
年輕有為,ning4 häng1 yäu1 wäi4
散渙,sæng2 wung6
生膠,sæng1 gau1
修讀,säu1 duk6
蛇足,se4 zuk2
成人之美,säng4 yäng4 zi1 mi1
數百名,su1 bæk2 mäng4
踢開波,tek2 fui1 bo1
推度,töi1 dok6
湯川,tong1 cüng1
華英,wa4 yäng1
玩話,wung6 wa6
中上級,zung1 söng6 käp2
煲老藕,bäu1 läu1 ngäu1
踩波車,cai2 bo1 ce1
產科醫生,cæng2 fo1 yi1 säng1
打跑,da2 pau2
廢話少講,fäi1 wa2 siu2 gong2
康生,hong1 säng1
一體兩面,yäk2 täi2 löng1 ming6
乳罩,yü1 zau1
孭仔,me1 zäi2
平方公尺,päng4 fong1 gung1 cek2
捨己為人,se2 gi2 wäi6 yäng4
死賤種,si2 zing6 zung2
上水廣場,söng6 söi2 gwong2 cöng4
貼仔,tip2 zäi2
走漏風聲,zäu2 läu6 fung1 säng1
象拔,zöng6 bäk6
終生伴侶,zung1 säng1 bung6 lü1
限時限刻,hæng6 si4 hæng6 hæk2
參看,cam1 fung1
清玩,cäng1 wung6
單身貴族,dæng1 säng1 gwäi1 zuk6
金鐘道,gäm1 zung1 däu6
刻苦耐勞,häk2 fu2 nöi6 läu4
虛數,hü1 su1
開源道,fui1 yüng4 däu6
一兩樣,yäk2 löng1 yöng6
油麥菜,yäu4 mæk6 cöi1
耳仔邊,yi1 zäi2 bing1
禮拜尾,läi1 bai1 mi1
梨園,li4 yüng4
兩千萬,löng1 cing1 mæng6
龍精虎猛,lung4 zäng1 fu2 mæng1
奶油多,nai1 yäu4 do1
女體盛,nü1 täi2 säng6
五度,ng1 du6
眼肚,ngæng1 tu1
硬筆,ngæng6 bäk2
奧斯汀,äu1 si1 däng1
數方,su1 fong1
真道,zäng1 däu6
上便有,söng6 bing6 yäu1
邊塞,bing1 cöi1
長堤,cöng4 täi4
打濕,da2 säp2
斷頸,düng6 geng2
廢寢忘食,fäi1 cäm2 mong4 säk6
福井,fuk2 zäng2
解放組織,gai2 fong1 zu2 zäk2
解囊,gai2 nong4
工業學校,gung1 yip6 hok6 hau6
貴幾多,gwäi1 gi2 do1
喜樂,hi2 lok6
玲瓏浮凸,läng4 lung4 fäu4 däk6
玲瓏浮突,läng4 lung4 fäu4 däk6
兩三句,löng1 sam1 gü1
兩箱,löng1 söng1
媽叉,ma1 ca1
盲仔,mæng4 zäi2
美樂,mi1 lok6
蛇島,se4 däu2
士紳,si6 säng1
食塞米,säk6 säk2 mai1
位子,wäi6 zi2
雲貴川,wäng4 gwäi1 cüng1
芭樂,ba1 lok6
翠湖,cöi1 wu4
青苗,cäng1 miu4
傳心術,cüng4 säm1 säk6
第一滴,däi6 yäk2 däk6
冬月,dung1 ngük6
拷打,hau1 da2
好感度,häu2 gäm2 du6
陰核,yäm1 häk6
憂柴憂米,yäu1 cai4 yäu1 mai1
兩打,löng1 da1
老妨,läu1 fong4
那堆,na1 döi1
散花,sæng1 fa1
煞掣,sæk2 zäi1
心驚膽跳,säm1 geng1 dam2 tiu1
食到盡,säk6 däu1 zäng6
攝入去,sip2 yäp6 hü1
聽緊歌,teng1 gäng2 go1
艇家,täng1 ga1
跳舞機,tiu1 mu1 gi1
華御結,wa4 yü6 gik2
遵行,zäng1 häng4
坐井觀天,zo6 zäng2 gwung1 ting1
豬仔包,zü1 zäi2 bau1
長短週,cöng4 düng2 zäu1
打橫放,da2 wæng4 fong1
大老爺,dai6 läu1 ye4
大眾汽車,dai6 zung1 hi1 ce1
達卡,dæk6 ka1
毒龍鑽,duk6 lung4 züng1
富士蘋果,fu1 si6 päng4 gwo2
嗰頭近,go2 täu4 käng1
滾瓜爛熟,gwäng2 gwa1 læng6 suk6
河豚毒素,ho4 tüng4 duk6 su1
紅湯,hung4 tong1
一兩套,yäk2 löng1 täu1
領嘢,leng1 ya1
那所,na1 so2
啱唔啱用,ngam1 m4 ngam1 yung6
泡澡,pau1 cäu1
生借,sæng1 ze1
數股,su1 gwu2
數排,su1 pai4
爭口氣,zäng1 häu2 hi1
爭一口氣,zäng1 yäk2 häu2 hi1
政治舞台,zäng1 zi6 mu1 töi4
做盛行,zu6 säng6 hong4
食開屎,säk6 fui1 si2
半真半假,bung1 zäng1 bung1 ga2
湊下,cäu1 ha1
出口成文,cäk2 häu2 säng4 mäng4
稱霸全球,cäng1 ba1 cüng4 käu4
翻側,fæng1 zäk2
剖腹生產,fäu2 fuk2 säng1 cæng2
街井,gai1 zäng2
谷針,guk2 zäm1
含沙射影,häm4 sa1 se6 yäng2
印尼話,yäng1 ni4 wa2
腰酸背痛,yiu1 süng1 bui1 tung1
犁庭掃穴,läi4 täng4 säu1 yük6
麥穗,mæk6 söi6
太平間,tai1 päng4 gæng1
長男,zöng2 nam4
中央空調,zung1 yöng1 hung1 tiu4
轉性,züng2 säng1
扑頭黨,bok2 täu4 dong2
長傾,cöng4 käng1
長治,cöng4 zi6
化繁為簡,fa1 fæng4 wäi4 gæng2
國會制,gwok2 wui6 zäi1
寒窗苦讀,fung4 cöng1 fu2 duk6
一言為定,yäk2 ying4 wäi4 däng6
一面屁,yäk2 ming6 pi1
靚抽,leng1 cäu1
憐香惜玉,ling4 höng1 säk2 yuk6
老鴇,läu1 bäu2
六道輪迴,luk6 däu6 läng4 wui4
牛仔片,ngäu4 zäi2 ping2
瑞士汁,söi6 si6 zäp2
攝電,sip2 ding6
燒腩仔,siu1 nam1 zäi2
踢完波,tek2 yüng4 bo1
波波頭,bo1 bo1 täu4
恃強凌弱,ci1 köng4 läng4 yök6
錢大媽,cing4 dai6 ma1
打錯電話,da2 co1 ding6 wa2
風調雨順,fung1 tiu4 yü1 säng6
敢作敢為,gäm2 zok2 gäm2 wäi4
更代,gäng1 döi6
公仔書,gung1 zäi2 sü1
一掛,yäk2 gwa1
劉少奇,läu4 siu1 ki4
李華明,li1 wa4 mäng4
李永達,li1 wäng1 dæk6
兩端,löng1 düng1
萬年油,mæng6 ning4 yäu4
十幾間,säp6 gi2 gæng1
修行人,säu1 häng6 yäng4
四打,si1 da1
上牀,söng1 cong4
招請,ziu1 cäng2
蔣經國,zöng2 gäng1 gwok2
波恩,bo1 yäng1
半工讀,bung1 gung1 duk6
拆爛,cæk2 læng6
重口,cung1 häu2
第一道,däi6 yäk2 däu6
點豉油,dim2 si6 yäu4
道姑,däu6 gwu1
風度翩翩,fung1 du6 ping1 ping1
共同綱領,gung6 tung4 gong1 läng1
鬼畫符,gwäi2 wæk6 fu4
虛情假意,hü1 cäng4 ga2 yi1
那團,na1 tüng4
女管家,nü1 gwung2 ga1
帕斯卡,pæk2 si1 ka1
生得靚仔,sæng1 däk2 leng1 zäi2
新華日報,säng1 wa4 yäk6 bäu1
生理性,säng1 li1 säng1
城門水塘,säng4 mung4 söi2 tong4
成雙成對,säng4 söng1 säng4 döi1
數十個,su1 säp6 go1
熟客仔,suk6 hæk2 zäi2
添美道,tim1 mi1 däu6
摘名,zæk6 mäng4
集散地,zap6 sæng1 di6
謝天華,ze6 ting1 wa4
八間,bæk2 gæng1
包書膠,bau1 sü1 gau1
獨輪車,duk6 läng4 ce1
飛尾,fi1 mi1
飛沫傳染,fi1 muk6 cüng4 yim1
角鬥士,gok2 däu1 si6
乾柴烈火,gung1 cai4 lik6 fo2
掛唔掛,gwa1 m4 gwa1
恨錯,häng6 co1
吃到飽,hek2 däu1 bau2
河南省,ho4 nam4 sæng2
任重道遠,yäm6 zung6 däu6 yüng1
一凹一凸,yäk2 näp2 yäk2 däk6
熱核,ngik6 häk6
揭載,gik2 zöi1
曲調,kuk2 diu6
列車員,lik6 ce1 yüng4
孖襟,ma1 käm1
麥當當,mæk6 dong1 dong1
四靈,si1 läng4
梳打埠,so1 da2 fäu6
宣道,süng1 däu6
湯唯,tong1 wäi4
精叻,zeng1 lek2
浙江省,zik2 gong1 sæng2
這番,ze1 fæng1
剩係得,zäng6 häi6 däk2
啤殼,be1 hok2
邊便,bing1 bing6
參悟,cam1 ng6
菜乾,cöi1 gung1
發胖,fæk2 bung6
放下負,fong1 ha1 fu6
梗頸,gäng2 geng2
健球,ging6 käu4
光量,gwong1 löng6
棄車保帥,hi1 gü1 bäu2 söi1
遊手好閒,yäu4 säu2 häu1 hæng4
姨甥仔,yi4 säng1 zäi2
難逃一劫,næng4 täu4 yäk2 gip2
洗耳恭聽,säi2 yi1 gung1 täng1
失蹄,säk2 täi4
數把,su1 ba2
數家,su1 ga1
數倍,su1 pui1
和平條約,wo4 päng4 tiu4 yök2
黃六醫生,wong4 luk6 yi1 säng1
黃綠醫生,wong4 luk6 yi1 säng1
聚沙成塔,zü6 sa1 säng4 tap2
親生骨肉,cäng1 sæng1 gwäk2 yuk6
七月一號,cäk2 ngük6 yäk2 häu6
扯大纜,ce2 dai6 lam6
第二排,däi6 yi6 pai4
東亞銀行,dung1 a1 ngäng4 hong4
揀手,gæng2 säu2
官老爺,gwung1 läu1 ye4
河鮮,ho4 sing1
荷載,ho6 zöi1
開便,fui1 bing6
康樂園,hong1 lok6 yüng4
血壓計,hük2 æk2 gäi1
搖尾乞憐,yiu4 mi1 häk2 ling4
兩個轆,löng1 go1 luk2
米田共,mai1 ting4 gung6
蒙難,mung4 næng6
五打,ng1 da1
眼挑針,ngæng1 tiu1 zäm1
沙嶺,sa1 leng1
生僻,sæng1 päk2
聲韻,säng1 wäng1
盛景,säng6 gäng2
歎下,tæng1 ha1
抬槓,töi4 gong1
揸緊車,za1 gäng2 ce1
早上好,zäu2 söng6 häu2
尊位,züng1 wäi6
歐陽震華,äu1 yöng4 zäng1 wa4
差一皮,ca1 yäk2 pi4
大小通吃,dai6 siu2 tung1 hek2
鬥牛士,däu1 ngäu4 si6
反人道罪,fæng2 yäng4 däu6 zöi6
京士柏,gäng1 si6 pæk2
經緯度,gäng1 wäi1 du6
黑米,häk2 mai1
起釘,hi2 deng1
乳尖,yü1 zim1
琅琅上口,long4 long4 söng1 häu2
朗朗上口,long1 long1 söng1 häu2
麥玲玲,mæk6 läng4 läng4
女兒紅,nü1 yi4 hung4
碰硬,pung1 ngæng6
參孫,säm1 süng1
收下息,säu1 ha1 säk2
瑞士卷,söi6 si6 güng2
瑞士捲,söi6 si6 güng2
誠惶誠恐,säng4 wong4 säng4 hung2
數發,su1 fæk2
畫圓,wæk6 yüng4
蚱蜢,za1 mæng2
仔爺,zäi2 ye4
濁親,zuk6 cäng1
無以為報,mu4 yi1 wäi4 bäu1
這片,ze1 ping1
班代表,bæng1 döi6 biu2
冰片,bäng1 ping1
超經驗,ciu1 gäng1 yim6
長牙,cöng4 nga4
大河道,dai6 ho4 däu6
釘書釘,deng1 sü1 deng1
電燈泡,ding6 däng1 pau1
頂角,däng2 gok2
堵車,du2 ce1
倒戈相向,däu2 gwo1 söng1 höng1
浮木,fäu4 muk6
放下假,fong1 ha1 ga1
虎背熊腰,fu2 bui1 hung4 yiu1
加士居道,ga1 si6 gü1 däu6
講講下,gong2 gong2 ha1
高行,gäu1 häng4
公主道,gung1 zü2 däu6
頤指氣使,yi4 zi2 hi1 si2
簷下,yim4 ha6
籃板球,lam4 bæng2 käu4
李國麟,li1 gwok2 läng4
論爭,läng6 zäng1
兩毫,löng1 häu4
老波骨,läu1 bo1 gwäk2
女拔,nü1 bäk6
平快,päng4 fai1
山打根,sæng1 da2 gäng1
生娘,sæng1 nöng4
心硬,säm1 ngæng6
相補,söng1 bu2
蘇玉華,su1 yuk6 wa4
頭殼頂,täu4 hok2 deng2
斷米路,tüng1 mai1 lu6
準繩度,zäng2 säng4 du6
顫聲,zing1 säng1
這班,ze1 bæng1
拗直,au2 zäk6
百夫長,bæk2 fu1 zöng2
拔苗助長,bäk6 miu4 zo6 zöng2
變量,bing1 löng6
打地鋪,da2 di6 pu1
打醒精神,da2 seng2 zäng1 säng4
倒背如流,däu1 bui6 yü4 läu4
道貌岸然,däu6 mau6 wung6 ying4
解綁,gai2 bong2
瓜老襯,gwa1 läu1 cäng1
行緊街,hæng4 gäng2 gai1
油紙,yäu4 zi2
李兆基,li1 siu6 gi1
掠食,lök6 säk6
老虎乸,läu1 fu2 na2
瑞士軍刀,söi6 si6 gwäng1 däu1
推估,töi1 gwu2
湯盈盈,tong1 yäng4 yäng4
運鈔車,wäng6 cau1 ce1
側風,zäk2 fung1
助成,zo6 säng4
掌上明珠,zöng2 söng6 mäng4 zü1
做下戲,zu6 ha1 hi1
轉按,züng2 wung1
波鞋街,bo1 hai4 gai1
簿子,bu2 zi2
殘暴不仁,cæng4 bäu6 bäk2 yäng4
出老千,cäk2 läu1 cing1
青龍頭,cäng1 lung4 täu4
大中華膠,dai6 zung1 wa4 gau1
瞓緊覺,fäng1 gäng2 gau1
福爾摩莎,fuk2 yi1 mo1 sa1
風高物燥,fung1 gäu1 mäk6 cäu1
腳頭好,gök2 täu4 häu2
干諾道中,gwung1 nok6 däu6 zung1
鹽湖城,yim4 wu4 säng4
燕尾蝶,ying1 mi1 dip6
應召女郎,yäng1 ziu6 nü1 long4
爛生,læng6 sæng1
聊勝於無,liu4 säng1 yü1 mu4
羅漢齋,lo4 fung1 zai1
兩碟,löng1 dip6
六尾,luk6 mi1
買路錢,mai1 lu6 cing4
尾禡,mi1 nga4
拈花惹草,nim1 fa1 ye1 cäu2
捨下,se2 ha6
四度,si1 du6
水泡科,söi2 päu1 fo1
梳打粉,so1 da2 fäng2
數本,su1 bung2
掃桿埔,säu1 gwung1 bu1
酸鹼度,süng1 gæng2 du6
太平道,tai1 päng4 däu6
體育精神,täi2 yuk6 zäng1 säng4
頭重腳輕,täu4 cung1 gök2 heng1
拖着,to1 zök6
衞生紙,wäi6 säng1 zi2
抓實,zau2 säk6
酒米,zäu2 mai1
背山面海,bui1 sæng1 ming6 fui2
打窒,da2 zäk6
釘官,deng1 gwung1
掟波,deng1 bo1
瓣數,fæng6 su1
研擬,ying4 yi1
強檢,köng1 gim2
爛銅爛鐵,læng6 tung4 læng6 tik2
李麗珊,li1 läi6 sæng1
李麗珍,li1 läi6 zäng1
老邊,läu1 bing1
無聊賴,mu4 liu4 lai6
柏林牆,pæk2 läm4 cöng4
散收收,sæng2 säu1 säu1
塞耳,säk2 yi1
深度遊,säm1 du6 yäu4
試着,si1 zök2
醒胃,säng2 wäi6
紙上富貴,zi2 söng6 fu1 gwäi1
撞口撞面,zong6 häu2 zong6 ming6
此言差矣,ci2 ying4 ca1 yi1
打冷顫,da2 læng1 zing1
彈網,dæng6 mong1
底線傳底,däi2 sing1 cüng4 däi2
獨斷獨行,duk6 düng6 duk6 häng4
花園道,fa1 yüng4 däu6
反間計,fæng2 gæng1 gäi1
江蘇省,gong1 su1 sæng2
古城區,gwu2 säng4 kü1
油街,yäu4 gai1
魚生粥,yü4 sæng1 zuk2
軟木塞,yüng1 muk6 säk2
闌尾,læng4 mi1
爛賭鬼,læng6 du2 gwäi2
爛熟,læng6 suk6
李世榮,li1 säi1 wäng4
靈恩,läng4 yäng1
武裝警察,mu1 zong1 gäng2 cæk2
吳啟華,ng4 käi2 wa4
柯士甸道,o1 si6 ding6 däu6
貧道,päng4 däu6
絲苗米,si1 miu4 mai1
